  Terminal log recording to: C:\Users\SERILEG\OneDrive - ABB\Autonomous-docking\MY_NPMC\my work\plots in development process\logs\nmpc_run_20260402_163638_log.txt
  container.m check: u_dot=0.0406, r_dot=0.000000, U=7.00 m/s

  Harbor map loaded: 60 polygons
  Final waypoint is outside mapped forbidden zones
  Map sample points: 3794
  Final waypoint -> nearest map sample: 119.5 m (nominal keepout 115.0 m)
  Dynamic obstacles enabled: 2
  Dynamic replay determinism check: PASS

--- Building NMPC solver (10 obstacle slots) ---
  Hull footprint: oriented rectangle 87.5 m x 12.7 m (clearance 2.0 m)
NMPC_Container_final: N=36, dt=1.00, obs_slots=10
  8-state model: [u v r x y psi n1 n2]
  4 controls: [alpha1 alpha2 n1_c n2_c]
  forward speed constraint: u >= 0.50 m/s
  actuator penalty: 0.0500 | forward incentive: 2.50
  collision: oriented rectangle 87.5 x 12.7 m (clearance 2.0 m)
  nlpsol built: 440 vars, 810 constraints
    - Equalities: 296 (initial + dynamics)
    - Obstacle:   370 (slots × horizon)
    - Rate:       144 (first-step + consecutive)

  [t= 41.0] pos=(-3266.7,-1561.6) psi= +22.2deg wp=1 xte=+18.3m obs_d=167m ok=1 comp=1347.7ms solve=1346.1ms RT=1.35 obs=8 fb=0
  [t= 42.0] pos=(-3264.5,-1562.0) psi= +22.5deg wp=1 xte=+19.3m obs_d=165m ok=1 comp=1521.9ms solve=1510.5ms RT=1.52 obs=7 fb=0
  [t= 43.0] pos=(-3262.4,-1562.4) psi= +22.7deg wp=1 xte=+20.2m obs_d=163m ok=1 comp=2095.8ms solve=2089.9ms RT=2.10 obs=7 fb=0
  [t= 44.0] pos=(-3260.2,-1562.8) psi= +23.0deg wp=1 xte=+21.2m obs_d=161m ok=1 comp=1625.6ms solve=1623.9ms RT=1.63 obs=8 fb=0
  [t= 45.0] pos=(-3258.1,-1563.2) psi= +23.2deg wp=1 xte=+22.1m obs_d=159m ok=1 comp=1533.0ms solve=1531.9ms RT=1.53 obs=7 fb=0
  [t= 46.0] pos=(-3256.0,-1563.5) psi= +23.4deg wp=1 xte=+22.9m obs_d=157m ok=1 comp=1507.7ms solve=1506.5ms RT=1.51 obs=7 fb=0
  [t= 47.0] pos=(-3254.0,-1563.8) psi= +23.6deg wp=1 xte=+23.8m obs_d=154m ok=1 comp=1667.3ms solve=1666.0ms RT=1.67 obs=7 fb=0
  [t= 48.0] pos=(-3251.9,-1564.1) psi= +23.7deg wp=1 xte=+24.6m obs_d=152m ok=1 comp=1721.7ms solve=1720.5ms RT=1.72 obs=7 fb=0
  [t= 49.0] pos=(-3249.8,-1564.4) psi= +23.9deg wp=1 xte=+25.4m obs_d=150m ok=1 comp=1516.9ms solve=1515.6ms RT=1.52 obs=7 fb=0
  [t= 50.0] pos=(-3247.7,-1564.6) psi= +24.0deg wp=1 xte=+26.1m obs_d=148m ok=1 comp=1664.1ms solve=1662.6ms RT=1.66 obs=7 fb=0
  [t= 51.0] pos=(-3245.6,-1564.7) psi= +24.2deg wp=1 xte=+26.8m obs_d=146m ok=1 comp=1757.6ms solve=1756.4ms RT=1.76 obs=7 fb=0
  [t= 52.0] pos=(-3243.4,-1564.8) psi= +24.3deg wp=1 xte=+27.5m obs_d=144m ok=1 comp=1507.6ms solve=1506.0ms RT=1.51 obs=7 fb=0
  [t= 53.0] pos=(-3241.3,-1564.9) psi= +24.4deg wp=1 xte=+28.1m obs_d=142m ok=1 comp=1456.3ms solve=1454.7ms RT=1.46 obs=7 fb=0
  [t= 54.0] pos=(-3239.1,-1565.0) psi= +24.6deg wp=1 xte=+28.7m obs_d=141m ok=1 comp=1904.0ms solve=1902.2ms RT=1.90 obs=7 fb=0
  [t= 55.0] pos=(-3237.0,-1565.0) psi= +24.7deg wp=1 xte=+29.3m obs_d=139m ok=1 comp=1574.0ms solve=1572.0ms RT=1.57 obs=7 fb=0
  [t= 56.0] pos=(-3234.8,-1565.0) psi= +24.8deg wp=1 xte=+29.8m obs_d=138m ok=1 comp=1841.6ms solve=1840.2ms RT=1.84 obs=7 fb=0
  [t= 57.0] pos=(-3232.7,-1564.9) psi= +24.9deg wp=1 xte=+30.3m obs_d=137m ok=1 comp=1505.6ms solve=1503.8ms RT=1.51 obs=7 fb=0
  [t= 58.0] pos=(-3230.6,-1564.9) psi= +24.9deg wp=1 xte=+30.8m obs_d=136m ok=1 comp=1666.9ms solve=1665.7ms RT=1.67 obs=7 fb=0
  [t= 59.0] pos=(-3228.4,-1564.8) psi= +25.0deg wp=1 xte=+31.3m obs_d=135m ok=1 comp=1646.6ms solve=1644.9ms RT=1.65 obs=7 fb=0
  [t= 60.0] pos=(-3226.3,-1564.6) psi= +25.1deg wp=1 xte=+31.7m obs_d=134m ok=1 comp=1524.1ms solve=1522.9ms RT=1.52 obs=7 fb=0
  [t= 61.0] pos=(-3224.2,-1564.5) psi= +25.2deg wp=1 xte=+32.1m obs_d=133m ok=1 comp=1530.7ms solve=1529.2ms RT=1.53 obs=7 fb=0
  [t= 62.0] pos=(-3222.0,-1564.3) psi= +25.2deg wp=1 xte=+32.5m obs_d=133m ok=1 comp=1795.7ms solve=1794.2ms RT=1.80 obs=7 fb=0
  [t= 63.0] pos=(-3219.9,-1564.1) psi= +25.3deg wp=1 xte=+32.8m obs_d=132m ok=1 comp=1877.7ms solve=1876.4ms RT=1.88 obs=7 fb=0
  [t= 64.0] pos=(-3217.7,-1563.9) psi= +25.4deg wp=1 xte=+33.2m obs_d=132m ok=1 comp=1534.2ms solve=1533.2ms RT=1.53 obs=7 fb=0
  [t= 65.0] pos=(-3215.6,-1563.7) psi= +25.5deg wp=1 xte=+33.5m obs_d=132m ok=1 comp=1594.2ms solve=1593.2ms RT=1.59 obs=7 fb=0
  [t= 66.0] pos=(-3213.4,-1563.5) psi= +25.6deg wp=1 xte=+33.8m obs_d=132m ok=1 comp=1703.2ms solve=1700.0ms RT=1.70 obs=7 fb=0
  [t= 67.0] pos=(-3211.3,-1563.2) psi= +25.7deg wp=1 xte=+34.1m obs_d=132m ok=1 comp=1696.9ms solve=1695.5ms RT=1.70 obs=7 fb=0
  [t= 68.0] pos=(-3209.1,-1562.9) psi= +25.8deg wp=1 xte=+34.3m obs_d=132m ok=1 comp=1715.1ms solve=1713.9ms RT=1.72 obs=7 fb=0
  [t= 69.0] pos=(-3206.9,-1562.6) psi= +25.9deg wp=1 xte=+34.6m obs_d=133m ok=1 comp=1797.3ms solve=1795.9ms RT=1.80 obs=7 fb=0
  [t= 70.0] pos=(-3204.7,-1562.3) psi= +26.0deg wp=1 xte=+34.8m obs_d=133m ok=1 comp=1561.4ms solve=1557.5ms RT=1.56 obs=8 fb=0
  [t= 71.0] pos=(-3202.5,-1562.0) psi= +26.1deg wp=1 xte=+35.1m obs_d=134m ok=1 comp=1564.1ms solve=1561.9ms RT=1.56 obs=8 fb=0
  [t= 72.0] pos=(-3200.2,-1561.6) psi= +26.2deg wp=1 xte=+35.3m obs_d=134m ok=1 comp=1375.7ms solve=1374.5ms RT=1.38 obs=8 fb=0
  [t= 73.0] pos=(-3198.0,-1561.2) psi= +26.3deg wp=1 xte=+35.5m obs_d=135m ok=1 comp=1606.1ms solve=1604.9ms RT=1.61 obs=8 fb=0
